1,90.63478368942091
2,63.43958277817096
3,25.75897168261894
4,66.92806186682121
5,31.640173963934473
6,27.010992012238383
7,37.29683276046528
8,88.68694672002877
9,89.19099084106413
10,99.92743270252109
11,81.97405127330406
12,54.56871898456979
13,96.51682628361614
14,118.97516207780839
15,98.55798547880359
16,24.457616024374254
17,54.737794007033294
18,112.48012247331113
19,73.63834125490064
20,35.56693643627341
21,51.84144552211603
22,91.82905066959428
23,92.31209752215969
24,104.29906453083835
25,78.12810163916176
26,53.54628287566497
27,100.26128476533128
28,103.9039269154198
29,31.47140177047107
30,103.62202163063536
31,36.90027421702419
32,119.55649255363188
33,21.345172233532242
34,43.13142378221023
35,100.33831323380848
36,30.98072587356268
37,108.2227615483752
38,87.51138078627228
39,44.84291435402521
40,87.49965511264875
41,50.82810059035239
42,23.120780184946405
43,96.17722149684047
44,59.87649226172447
45,34.269471307857316
46,113.2866521612219
47,25.043145712144327
48,100.80381017403352
49,83.75130410986625
50,21.752068223249946
