1,34.96054233585821
2,39.22894908633582
3,92.22722448562902
4,19.077422332857147
5,17.066162145760057
6,16.765901532039905
7,30.04028968420019
8,98.27633366428444
9,43.9526693613873
10,89.85569668211204
11,30.850607396313578
12,88.34515520926166
13,40.76122869858807
14,66.88106531556889
15,20.37317433495552
16,70.87404623483026
17,13.752456221115956
18,26.29198660982353
19,71.89136675567806
20,81.14375124809769
21,93.28602074833887
22,91.69232345438121
23,68.40123746916609
24,82.26897800957006
25,32.227947653218386
26,92.9449813282102
27,38.079540737229195
28,18.676885545827282
29,88.77571270514915
30,46.42253879742929
31,72.2990026093724
32,84.47448108841782
33,19.553135501695685
34,81.29280065558103
35,88.68380570800669
36,37.85180532743607
37,78.81971607080321
38,54.10931500057814
39,98.42959736264199
40,68.20606147619736
41,22.103837392713466
42,99.56066910112722
43,26.74032146471698
44,19.059289711739073
45,48.44807467313893
46,99.8524695523658
47,98.68126367753018
48,72.88444176006274
49,12.982704662971486
50,80.2054019563006
